street_number,actual_street_name,Suburb,Borough,County,london_region,region,year,tenure_type,leasehold_unexpired_term,value,ground_rent_inpounds,rent_yearly_inpounds,years_purchase
10,SOUTHWOOD AVENUE,HIGHGATE,Camden,Greater London,INNER,Greater London,1912,LEASEHOLD,81,700,12.6,65,10.76923077
41,STANHOPE GARDENS,HIGHGATE,Camden,Greater London,INNER,Greater London,1912,LEASEHOLD,91,500,9,55,9.090909091
35,ARCHWAY ROAD,HIGHGATE,Camden,Greater London,INNER,Greater London,1913,LEASEHOLD,97,240,7.35,40,6
29,CLAREMONT ROAD,HIGHGATE,Camden,Greater London,INNER,Greater London,1913,LEASEHOLD,70,270,7.35,36,7.5
2,MUSWELL HILL ROAD,HIGHGATE,Camden,Greater London,INNER,Greater London,1913,COPYHOLD,999,250,,20,12.5
26,NORTH HILL,HIGHGATE,Camden,Greater London,INNER,Greater London,1913,FREEHOLD,999,455,,42,10.83333333
8,VORLEY ROAD,HIGHGATE,Camden,Greater London,INNER,Greater London,1913,LEASEHOLD,46,130,7,39,3.333333333
36,WOODLAND GARDENS,HIGHGATE,Camden,Greater London,INNER,Greater London,1913,FREEHOLD,999,650,,52,12.5
35,CHOLMELEY PARK,HIGHGATE,Camden,Greater London,INNER,Greater London,1914,LEASEHOLD,95,850,12,,
49,CROMWELL AVENUE,HIGHGATE,Camden,Greater London,INNER,Greater London,1914,FREEHOLD,999,850,,70,12.14285714
82,HARBERTON ROAD,HIGHGATE,Camden,Greater London,INNER,Greater London,1914,LEASEHOLD,74,380,7,42,9.047619048
4,WOODSOME ROAD,HIGHGATE,Camden,Greater London,INNER,Greater London,1914,LEASEHOLD,48,300,6.5,40,7.5
6,BEAUCHAMP STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1895,FREEHOLD,999,610,,,
68,HIGH HOLBORN,HOLBORN,Camden,Greater London,INNER,Greater London,1895,FREEHOLD,999,3000,,160,18.75
12,THAVIES INN,HOLBORN,Camden,Greater London,INNER,Greater London,1895,FREEHOLD,999,2100,,100,21
13,THAVIES INN,HOLBORN,Camden,Greater London,INNER,Greater London,1895,FREEHOLD,999,2025,,90,22.5
57,THEOBALDS ROAD,HOLBORN,Camden,Greater London,INNER,Greater London,1895,LEASEHOLD,63,980,20,85,11.52941177
67,THEOBALDS ROAD,HOLBORN,Camden,Greater London,INNER,Greater London,1895,LEASEHOLD,63,1160,2,115,10.08695652
28,CHARLES STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1896,FREEHOLD,999,2900,,125,23.2
38,HIGH HOLBORN,HOLBORN,Camden,Greater London,INNER,Greater London,1896,FREEHOLD,999,5000,,170,29.41176471
19,JOHN STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1896,FREEHOLD,999,1710,,170,10.05882353
26,KIRBY STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1896,FREEHOLD,999,760,,50,15.2
2,LITTLE TURNSTILE,HOLBORN,Camden,Greater London,INNER,Greater London,1896,FREEHOLD,999,1010,,36,28.05555556
55,RED LION STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1897,FREEHOLD,999,1535,,65,23.61538462
158,HIGH HOLBORN,HOLBORN,Camden,Greater London,INNER,Greater London,1897,LEASEHOLD,21,320,,,
28,EAGLE STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1898,FREEHOLD,999,700,,38,18.42105263
41,EAGLE STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1898,FREEHOLD,999,800,,42,19.04761905
21,FULWOOD'S RENTS,HOLBORN,Camden,Greater London,INNER,Greater London,1898,FREEHOLD,999,1200,,34,35.29411765
9,GREVILLE STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1898,FREEHOLD,999,2650,,,
73,LEATHER LANE,HOLBORN,Camden,Greater London,INNER,Greater London,1898,FREEHOLD,999,1660,,85,19.52941177
19,RED LION STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1898,FREEHOLD,999,1930,,90,21.44444444
23,RED LION STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1898,FREEHOLD,999,2500,,,
13,BARTLETT'S BUILDINGS,HOLBORN,Camden,Greater London,INNER,Greater London,1899,FREEHOLD,999,2900,,190,15.2631579
9,GRAY'S INN PASSAGE,HOLBORN,Camden,Greater London,INNER,Greater London,1899,FREEHOLD,999,460,,50,9.2
17,RED LION PASSAGE,HOLBORN,Camden,Greater London,INNER,Greater London,1899,FREEHOLD,999,690,,,
3,WARWICK COURT,HOLBORN,Camden,Greater London,INNER,Greater London,1899,FREEHOLD,999,2200,,120,18.33333333
132,HIGH HOLBORN,HOLBORN,Camden,Greater London,INNER,Greater London,1901,LEASEHOLD,24,1775,,200,8.875
70,RED LION STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1901,FREEHOLD,999,2270,,100,22.7
58b,HATTON GARDEN,HOLBORN,Camden,Greater London,INNER,Greater London,1902,FREEHOLD,999,4000,,185,21.62162162
58g,HATTON GARDEN,HOLBORN,Camden,Greater London,INNER,Greater London,1902,FREEHOLD,999,2175,,100,21.75
58h,HATTON GARDEN,HOLBORN,Camden,Greater London,INNER,Greater London,1902,FREEHOLD,999,4800,,200,24
131,HIGH HOLBORN,HOLBORN,Camden,Greater London,INNER,Greater London,1902,LEASEHOLD,22,1630,,150,10.86666667
30,KIRBY STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1902,FREEHOLD,999,2550,,100,25.5
6,FURNIVAL STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1903,FREEHOLD,999,4000,,140,28.57142857
37,GREAT QUEEN STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1903,FREEHOLD,999,4500,,150,30
159,HIGH HOLBORN,HOLBORN,Camden,Greater London,INNER,Greater London,1903,COPYHOLD,999,410,,75,5.466666667
3,KIRBY STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1903,FREEHOLD,999,1255,,50,25.1
112,NEW OXFORD STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1903,LEASEHOLD,22,1950,52.5,210,9.285714286
61,RED LION STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1903,FREEHOLD,999,1000,,90,11.11111111
15,GREAT ST. ANDREW STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1904,FREEHOLD,999,2125,,90,23.61111111
15,HARPUR STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1904,LEASEHOLD,,50,60,167.7,0.298151461
36,HATTON GARDEN,HOLBORN,Camden,Greater London,INNER,Greater London,1904,LEASEHOLD,,6550,,260,25.19230769
44,HATTON GARDEN (AREA 800FT.),HOLBORN,Camden,Greater London,INNER,Greater London,1904,COPYHOLD,999,210,,,
85,HATTON GARDEN,HOLBORN,Camden,Greater London,INNER,Greater London,1904,FREEHOLD,999,3650,,245.8,14.84947112
13,RED LION PASSAGE,HOLBORN,Camden,Greater London,INNER,Greater London,1904,FREEHOLD,999,845,,46,18.36956522
26,RED LION STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1904,LEASEHOLD,,1760,,75,23.46666667
82,THEOBALD'S ROAD,HOLBORN,Camden,Greater London,INNER,Greater London,1904,LEASEHOLD,,100,,105,0.952380952
10a,FEATHERSTONE BUILDINGS,HOLBORN,Camden,Greater London,INNER,Greater London,1905,LEASEHOLD,12,1150,,312.2,3.683536195
10,EMERALD STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1905,LEASEHOLD,,800,,125,6.4
15,HARPUR STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1905,LEASEHOLD,,35,60,167.7,0.208706023
53,LAMB'S CONDUIT STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1905,LEASEHOLD,3,18,80,197.6,0.091093117
39,LAMB'S CONDUIT STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1905,LEASEHOLD,11,50,,159.7,0.313087038
5,ORDE HALL STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1905,LEASEHOLD,70,680,,192.9,3.525142561
22,RED LION STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1905,FREEHOLD,999,2000,,213.2,9.380863039
12,THEOBALD'S ROAD,HOLBORN,Camden,Greater London,INNER,Greater London,1905,LEASEHOLD,34,1660,,328,5.06097561
38,VERULAM STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1905,FREEHOLD,999,400,,,
31,GREAT ORMOND STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1906,LEASEHOLD,14,60,87.5,202,0.297029703
61,LAMB'S CONDUIT STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1906,LEASEHOLD,13,255,32,136.5,1.868131868
18,PRINCETON STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1906,FREEHOLD,999,720,,44,16.36363636
55,THEOBALD'S ROAD,HOLBORN,Camden,Greater London,INNER,Greater London,1906,LEASEHOLD,52,1110,,105,10.57142857
19,BALDWIN'S GARDENS,HOLBORN,Camden,Greater London,INNER,Greater London,1907,LEASEHOLD,16,120,,68.8,1.744186047
295,HIGH HOLBORN,HOLBORN,Camden,Greater London,INNER,Greater London,1907,FREEHOLD,999,95,,,
42,THEOBALD'S ROAD,HOLBORN,Camden,Greater London,INNER,Greater London,1907,LEASEHOLD,60,2000,112,492.25,4.06297613
4,KIRBY STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1900,FREEHOLD,999,,,70,
68a,LEATHER LANE,HOLBORN,Camden,Greater London,INNER,Greater London,1900,LEASEHOLD,12,265,56,,
17,RED LION STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1900,FREEHOLD,999,,,60,
60,RED LION STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1900,FREEHOLD,999,,,65,
280,HIGH HOLBORN,HOLBORN,Camden,Greater London,INNER,Greater London,1909,LEASEHOLD,,800,,,
333,GRYA'S INN ROAD,HOLBORN,Camden,Greater London,INNER,Greater London,1911,LEASEHOLD,,405,,50,8.1
13,"JOHN STREET, BEDFORD ROW",HOLBORN,Camden,Greater London,INNER,Greater London,1911,LEASEHOLD,,,,130,
61,GRAY'S INN ROAD,HOLBORN,Camden,Greater London,INNER,Greater London,1912,FREEHOLD,999,,,90,
38,GREAT QUEEN STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1912,LEASEHOLD,,,,125,
8,LITTLE JAMES STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1912,FREEHOLD,999,600,,50,12
32,"CALTHORPE STREET, GRAY'S INN ROAD",HOLBORN,Camden,Greater London,INNER,Greater London,1913,LEASEHOLD,29,230,6,65,3.538461539
15,CHARLES STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1913,LEASEHOLD,,,,220,
304,GRAY'S INN ROAD,HOLBORN,Camden,Greater London,INNER,Greater London,1913,FREEHOLD,999,560,,75,7.466666667
48,HATTON GARDEN,HOLBORN,Camden,Greater London,INNER,Greater London,1913,LEASEHOLD,,,,470,
306,HIGH HOLBORN,HOLBORN,Camden,Greater London,INNER,Greater London,1913,LEASEHOLD,42,,170,500,
24,LEATHER LANE,HOLBORN,Camden,Greater London,INNER,Greater London,1913,FREEHOLD,999,800,,70,11.42857143
6,THAVIES INN,HOLBORN,Camden,Greater London,INNER,Greater London,1913,FREEHOLD,999,,,217,
18,CROSS STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1914,FREEHOLD,999,,,130,
16,GATE STREET,HOLBORN,Camden,Greater London,INNER,Greater London,1914,LEASEHOLD,,855,,55,15.54545455
7,HATTON GARDEN,HOLBORN,Camden,Greater London,INNER,Greater London,1914,FREEHOLD,999,190,,,
9,ASHBROOK ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,79,220,6.5,28,7.857142857
13,ASHBROOK ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,79,230,6.5,33.8,6.804733728
6,BISMARK ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,88,285,8,36,7.916666667
20,BRAND STREET,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,FREEHOLD,999,105,,,
82,BRECKNOCK ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,54,395,6,45,8.777777778
183,BRECKNOCK ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,71,430,7.5,45,9.555555556
518,CALEDONIAN ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,47,410,10,60,6.833333333
15,DAVENANT ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,63,310,6.5,36,8.611111111
10,DENMARK TERRACE,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,FREEHOLD,999,250,,26,9.615384615
19,FURLONG ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,41,295,7,42,7.023809524
55,GROVEDALE ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,78,270,5.25,36.4,7.417582418
49,HARVIST ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,48,275,6.5,,
1,HIDE STREET,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,65,210,4,,
36,HILLDROP CRESCENT,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,53,400,5.5,55,7.272727273
321,HOLLOWAY ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,FREEHOLD,999,1780,,80,22.25
159,HUDDLESTON ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,72,420,7.5,44,9.545454546
53,HUNGERFORD ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,65,495,2,45,11
83,HUNGERFORD ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,65,300,5.25,40,7.5
155,ISLEDON ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,64,315,7.75,36,8.75
134,JUNCTION ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,56,440,10,50,8.8
207,JUNCTION ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,61,485,5,70,6.928571429
23,KINGSDOWN ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,62,260,7,36,7.222222222
57,KINGSDOWN ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,68,255,6.3,35,7.285714286
34,LANDSEER ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,63,250,6.3,30,8.333333333
52,LANDSEER ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,63,300,5.25,36,8.333333333
35,LANGDON ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,FREEHOLD,999,320,,33.8,9.467455621
336,LIVERPOOL ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,39,310,8,42,7.380952381
7,LORAINE ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,FREEHOLD,999,620,,42,14.76190476
6,MARLBOROUGH ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,63,310,7.35,38,8.157894737
58,MARLBOROUGH ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,72,360,7.35,42,8.571428571
22,MONNERY ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,72,415,7.35,44,9.431818182
20,PALMERSTON ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,69,205,7,30,6.833333333
31,PARKHURST ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,57,535,8.5,55,9.727272727
56,REGINA ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,70,265,6.3,34,7.794117647
44,RUSSELL ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,FREEHOLD,999,530,,42,12.61904762
46,RUSSELL ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,FREEHOLD,999,550,,45,12.22222222
42,SALISBURY ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,74,135,6.5,27.3,4.945054945
44,SALISBURY ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,74,130,9.5,36.4,3.571428571
3,TOLLINGTON PARK,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,FREEHOLD,999,740,,55,13.45454546
28,TOLLINGTON ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,55,315,6.3,45,7
78,TOLLINGTON PARK,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,FREEHOLD,999,700,,50,14
58,TOLLINGTON ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,54,340,6.3,,
89,TUFNELL PARK ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,69,350,9,45,7.777777778
125,TUFNELL PARK ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,68,700,9,70,10
53,TYTHERTON ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,79,535,5.15,50,10.7
74,UPPER TOLLINGTON PARK,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,81,500,10,,
25,WINDSOR ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,56,320,5.25,,
4,WITLEY ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,67,270,5.25,30,9
15,YERBURY ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1895,LEASEHOLD,72,385,7.5,40,9.625
11,ALEXANDER ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,62,270,6,30,9
15,BEACON HILL,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,46,385,8.4,45,8.555555556
17,BENWELL ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,67,330,8,40,8.25
21,BENWELL ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,67,350,8,,
35,BENWELL ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,67,335,8,40,8.375
117,BRECKNOCK ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,60,662,4,75,8.826666667
141,BRECKNOCK ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,71,505,10.5,50,10.1
143,BRECKNOCK ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,72,505,10,50,10.1
1,BROOK ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,67,200,5.5,26,7.692307692
302,CAMDEN ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,,1250,20,128,9.765625
329,CAMDEN ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,50,540,8,57,9.473684211
23,CORBYN STREET,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,74,200,5.5,32,6.25
64,CORBYN STREET,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,74,275,6,30,9.166666667
55,CORRINNE ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,72,300,6,34,8.823529412
61,CORRINNE ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,72,355,7.35,42,8.452380952
77,CORRINNE ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,72,330,7.35,38,8.684210526
114,COTTENHAM ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,58,195,5.7,24,8.125
83,CRAYFORD ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,70,340,7,40,8.5
73,DEVONSHIRE ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,55,275,5.25,30,9.166666667
75,DEVONSHIRE ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,55,330,5.25,33,10
115,DEVONSHIRE ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,55,310,6.3,36,8.611111111
3,DUNCOMBE ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,64,440,8,,
27,ELLENBOROUGH ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,66,165,5,31.2,5.288461539
48,FREEGROVE ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,71,490,8,50,9.8
93,GEORGE'S ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,,140,47,23,6.086956522
20,GLOUCESTER ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,56,255,5,46.8,5.448717949
17,HAMPDEN ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,66,185,1,31.2,5.92948718
13,HANLEY ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,FREEHOLD,999,540,,38,14.21052632
26,HARGRAVE ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,67,195,5.5,32,6.09375
32,HARGRAVE ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,67,190,6,32,5.9375
21,HARTHAM ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,80,460,8.4,46,10
195,HOLLOWAY ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,38,18,,65,0.276923077
649,HOLLOWAY ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,FREEHOLD,999,1625,,75,21.66666667
117,HUNGERFORD ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,65,355,6.3,,
2,HUNTINGDON STREET,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,53,485,7,50,9.7
18,INGLEBY ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,53,310,6,33,9.393939394
56,JACKSON ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,67,395,6.3,40,9.875
77,KINGSDOWN ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,67,250,6.3,30,8.333333333
22,LANGDON ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,70,200,8,32,6.25
316,LIVERPOOL ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,39,365,12,65,5.615384615
436,LIVERPOOL ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,37,75,,60,1.25
3,MADRAS PLACE,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,48,335,6,36,9.305555556
36,MARLBOROUGH ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,FREEHOLD,999,495,,40,12.375
21,RUPERT ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,68,180,5,31.2,5.769230769
57,MARLBOROUGH ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,FREEHOLD,999,740,,50,14.8
63,MARLBOROUGH ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,FREEHOLD,999,635,,40,15.875
16,MEDINA ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,60,305,4.5,30,10.16666667
2,MIDDLETON MEWS,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,51,900,,,
23,RUPERT ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,68,185,5,31.2,5.92948718
60,ST. JOHN'S PARK,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,55,425,8,,
156,ST. JOHN'S ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,FREEHOLD,999,825,,45,18.33333333
38,STOCK ORCHARD CRESCENT,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,45,325,9,40,8.125
47,THORPEDALE ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,74,200,6,25,8
62,THORPEDALE ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,75,245,4.875,30,8.166666667
36,TREMLETT GROVE,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,78,420,7.35,45,9.333333333
58,TUFNELL PARK ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,68,415,9,50,8.3
59,TUFNELL PARK ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,68,410,8,42,9.761904762
132,TUFNELL PARK ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,68,420,8,46,9.130434783
134,TUFNELL PARK ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,68,420,8,46,9.130434783
42,VORLEY ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,53,245,6,30,8.166666667
40,WEDMORE GARDENS,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,84,185,6,,
46,WEDMORE GARDENS,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,84,185,6,,
9a,YERBURY ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,LEASEHOLD,71,400,6,40,10
38,MARLBOROUGH ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1896,FREEHOLD,999,500,,38,13.15789474
12,ANSON ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1897,LEASEHOLD,69,530,5.25,60,8.833333333
15,ANSON ROAD,HOLLOWAY,Islingt,Greater London,INNER,Greater London,1897,LEASEHOLD,68,535,6.3,60,8.916666667
